Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,SpeechWTranscript,SpeechNoTranscript,NOTES
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2017/02/28/kansas-killing-hate-and-presidents-obligation,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2015/01/12/interview-tribal-council-mismanagement-and-millions-missing,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2013/09/24/predatory-lending-and-indian-country,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2013/02/27/us-house-dont-fail-violence-victims-again,,,,,1,,,,,
Human Rights Watch ,Indigenous Peoples' Rights ,https://www.hrw.org/news/2012/05/17/us-house-vote-step-backward-womens-rights,,,,,1,,,,,
,,,,,,,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/issues/racial-justice/american-indian-rights,1,,,,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/racial-justice/american-indian-rights/oil-and-water-dont-mix-why-aclu-standing-standing-rock,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/racial-justice/american-indian-rights/south-dakota-officials-defied-federal-judge-and-took,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/racial-justice/american-indian-rights/defiant-ever-water-protectors-vow-continue-fight-against,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/racial-justice/american-indian-rights/president-trump-says-dakota-access-pipeline-serves,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/racial-justice/american-indian-rights/dollar-generals-attack-tribal-sovereignty,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/legal-document/voting-rights-indian-country,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/press-releases/aclu-sues-information-american-indian-women-pressured-induce-labor,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/press-releases/aclu-fight-religious-freedom-american-indian-incarcerated-wyoming,,,,1,,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/news/religious-liberty/indigenous-students-should-be-allowed-to-wear-tribal-regalia-at-graduation,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/news/racial-justice/we-need-accountability-for-those-who-commit-violence-against-native-women,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/news/criminal-law-reform/when-a-two-year-sentence-becomes-a-death-sentence,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/racial-justice/american-indian-rights/its-time-members-congress-show-and-stand-standing-rock,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/reproductive-freedom/birth-control/native-american-women-deserve-same-reproductive-health-care,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/letter/letter-support-hr-6707-advancing-equality-wabanaki-nations,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/letter/aclu-letter-regarding-tribal-regalia-high-school-graduations,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/legal-document/lb-v-united-states-america-indian-bureau-affairs-amicus-brief,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/legal-document/sierra-club-v-trump-tohono-oodham-nations-brief-support-respondents,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/legal-document/memorandum-support-motion-preliminary-injunction-dakota-rural-action-v-noem,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/submission-american-civil-liberties-union-united-nations-special-rapporteur-extreme-poverty-and,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/legal-document/standing-rock-sioux-tribe-v-united-states-army-corps-engineers-amicus-brief,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/letter/coalition-letter-senate-committee-indian-affairs-opposing-s-2711-native-american-education,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/letter/aclu-comments-bia-regulations-state-courts-and-agencies-indian-child-custody-proceedings,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/legal-document/aclu-letter-attorney-general-eric-holder-re-native-american-voting,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/legal-document/aclu-v-indian-health-services-complaint,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/letter/letter-regarding-violence-against-indian-women-task-force-meetings-august-20-21-2008,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/press-releases/lawsuit-filed-against-montana-violating-constitutional-mandate-teach-indian-education,,,,,1,,,,,
American Civil Liberties Union (ACLU),Indigenous Peoples' Rights ,https://www.aclu.org/blog/racial-justice/american-indian-rights/south-dakota-officials-defied-federal-judge-and-took,,,,,1,,,,,
,,,,,,,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/,1,,,,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/about/mission,,1,,,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/issues/indigenous-justice,,,1,,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/indigenous-justice-educational-equity,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/aclu-montana-position-keystone-xl-pipeline-construction,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/cases/herrera-v-wyoming,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/cases/brandy-goesahead-elsworth-goesahead-whitney-holds-and-emerine-whiteplume-v-reed-point-school,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/cases/sweetgrass-society-v-montana-state-university-northern,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/cases/knows-his-gun-v-crossroads-correctional-center,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/cases/aclu-et-al-v-department-defense-et-al,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/new-aclu-montana-report-exclusionary-discipline-montanas-schools-pushes-students-out-alarming,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/us-supreme-court-ruling-affirms-tribal-rights,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/herrera-v-wyoming-what-you-need-know,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/mni-wiconi-aclu-montana-and-nodapl,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/supreme-court-ruling-flouts-tribal-sovereignty,,,,1,,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/sites/default/files/field_documents/amici_brief_clayvin_herrera.pdf,,,,,1,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/sites/default/files/field_documents/crossroadsrelease042209.pdf,,,,,1,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/sites/default/files/field_documents/phs_letter_sent_06.03.2019.pdf,,,,,1,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/great-nations-should-keep-their-word-us-supreme-court-can-reaffirm-right-crow-tribe-hunt-and,,,,,1,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/we-need-accountability-those-who-commit-violence-against-native-women,,,,,1,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/news/indigenous-students-should-be-allowed-wear-tribal-regalia-graduation,,,,,1,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/press-releases/aclu-montana-report-highlights-failing-probation-and-parole-system-montana-including,,,,,1,,,,,
American Civil Liberties Union - Montana (ACLU-MT),Indigenous Peoples' Rights ,https://www.aclumontana.org/en/press-releases/report-released-horrific-practices-federal-indian-boarding-schools,,,,,1,,,,,
,,,,,,,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/,1,,,,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/who-we-are.html,,1,,,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2018_final_jdai_site_report.pdf,,,1,,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/repatriation.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/protecting-children-and-youth.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/indian-child-welfare-act.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/nativeyouthjustice.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/dapl.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/protect-oak-flat.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/sacred-sites-at-the-border.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/indigenous-peoples-and-violence.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/protectthesacred.html,,,,1,,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2022-02-28_pr_re_sct_cert_statement.pdf,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2019_12_13_protect_icwa_campaign_amicus_brief_filing_statement_clean_final.pdf,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/bears-ears-national-monument.html,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2020-02-24_aaia_written_testimony_sacred_sites.pdf,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2020-02-25_sacred_site_destruction_scip_testimony__1_.pdf,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2019-01-18_joint_amicus_press_release.pdf,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2018-11-19_bears_ears_press_release_final_draft.pdf,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/dapl_amici_brief.html,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/aaia_letter_to_ag_opposing_dapl.pdf,,,,,1,,,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2020_final_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2019_annual_report_final.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2018_annual_report_digital.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2017_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2016_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2015_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2014_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2013_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2012_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2011_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2010_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2009_annual_report.pdf,,,,,,,1,,,
Association of American Indian Affairs (AAIA) ,Indigenous Peoples' Rights ,https://www.indian-affairs.org/uploads/8/7/3/8/87380358/2008_annual_report.pdf,,,,,,,1,,,
